Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/ns1856153.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/ns1856153.txt -quit (default strategy 1)
At line 1 NAME          ns1856153
At line 2 ROWS
At line 35411 COLUMNS
At line 141310 RHS
At line 153982 BOUNDS
At line 165967 ENDATA
Problem ns1856153 has 35407 rows, 11998 columns and 105882 elements
Coin0008I ns1856153 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 0.515612 seconds
Cgl0003I 0 fixed, 0 tightened bounds, 728 strengthened rows, 5096 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 372 strengthened rows, 0 substitutions
Cgl0004I processed model has 18494 rows, 9870 columns (9828 integer (9828 of which binary)) and 58577 elements
Coin3009W Conflict graph built in 0.018 seconds, density: 0.018%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 1303 integers unsatisfied sum - 128.051
Cbc0038I Pass   1: (32.18 seconds) suminf.   36.76974 (202) obj. 0 iterations 12267
Cbc0038I Pass   2: (32.44 seconds) suminf.   31.14836 (209) obj. 0 iterations 271
Cbc0038I Pass   3: (32.80 seconds) suminf.   30.05938 (238) obj. 0 iterations 317
Cbc0038I Pass   4: (33.13 seconds) suminf.   29.28365 (187) obj. 0 iterations 247
Cbc0038I Pass   5: (33.33 seconds) suminf.   29.16612 (204) obj. 0 iterations 141
Cbc0038I Pass   6: (33.65 seconds) suminf.   27.29687 (250) obj. 0 iterations 207
Cbc0038I Pass   7: (34.04 seconds) suminf.   26.90000 (148) obj. 0 iterations 294
Cbc0038I Pass   8: (34.31 seconds) suminf.   27.01042 (143) obj. 0 iterations 200
Cbc0038I Pass   9: (34.67 seconds) suminf.   26.63235 (141) obj. 0 iterations 211
Cbc0038I Pass  10: (34.96 seconds) suminf.   26.61250 (154) obj. 0 iterations 148
Cbc0038I Pass  11: (35.08 seconds) suminf.   26.61250 (154) obj. 0 iterations 49
Cbc0038I Pass  12: (35.23 seconds) suminf.   26.61250 (154) obj. 0 iterations 68
Cbc0038I Pass  13: (35.42 seconds) suminf.   26.61250 (154) obj. 0 iterations 87
Cbc0038I Pass  14: (38.86 seconds) suminf.   33.59375 (138) obj. 0 iterations 2277
Cbc0038I Pass  15: (40.46 seconds) suminf.   26.59615 (163) obj. 0 iterations 1482
Cbc0038I Pass  16: (40.63 seconds) suminf.   26.43750 (152) obj. 0 iterations 112
Cbc0038I Pass  17: (42.00 seconds) suminf.   26.37838 (220) obj. 0 iterations 938
Cbc0038I Pass  18: (42.58 seconds) suminf.   26.15909 (192) obj. 0 iterations 290
Cbc0038I Pass  19: (43.82 seconds) suminf.   26.07006 (251) obj. 0 iterations 739
Cbc0038I Pass  20: (44.57 seconds) suminf.   25.90909 (191) obj. 0 iterations 339
Cbc0038I Pass  21: (44.78 seconds) suminf.   25.90909 (191) obj. 0 iterations 81
Cbc0038I Pass  22: (47.96 seconds) suminf.   33.74653 (198) obj. 0 iterations 2001
Cbc0038I Pass  23: (50.98 seconds) suminf.   27.44602 (204) obj. 0 iterations 2005
Cbc0038I Pass  24: (51.64 seconds) suminf.   26.50972 (248) obj. 0 iterations 313
Cbc0038I Pass  25: (52.31 seconds) suminf.   25.97727 (197) obj. 0 iterations 267
Cbc0038I Pass  26: (53.60 seconds) suminf.   25.71806 (246) obj. 0 iterations 564
Cbc0038I Pass  27: (54.25 seconds) suminf.   25.72727 (196) obj. 0 iterations 260
Cbc0038I Pass  28: (55.22 seconds) suminf.   25.71806 (246) obj. 0 iterations 408
Cbc0038I Pass  29: (61.99 seconds) suminf.   34.05357 (163) obj. 0 iterations 3512
Cbc0038I Pass  30: (65.01 seconds) suminf.   25.46806 (245) obj. 0 iterations 2017
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 8002 integers at bound fixed and 342 continuous
Cbc0038I Mini branch and bound did not improve solution (65.64 seconds)
Cbc0038I After 65.64 seconds - Feasibility pump exiting - took 53.27 seconds
Cbc0031I 2010 added rows had average density of 2.9641791
Cbc0013I At root node, 2010 cuts changed objective from 0 to 0 in 10 passes
Cbc0014I Cut generator 0 (Probing) - 19849 row cuts average 2.3 elements, 0 column cuts (302 active)  in 2.940 seconds - new frequency is 1
Cbc0014I Cut generator 1 (Gomory) - 42 row cuts average 1169.7 elements, 0 column cuts (0 active)  in 8.168 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 301 row cuts average 12.9 elements, 0 column cuts (0 active)  in 0.955 seconds - new frequency is 1
Cbc0014I Cut generator 3 (liftKnapsack) - 132 row cuts average 7.7 elements, 0 column cuts (0 active)  in 8.021 seconds - new frequency is 1
Cbc0014I Cut generator 4 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1.376 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 19.345 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 7 row cuts average 13.0 elements, 0 column cuts (0 active)  in 0.404 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.032 seconds - new frequency is -100
Cbc0014I Cut generator 9 (ZeroHalf) - 1227 row cuts average 5.3 elements, 0 column cuts (0 active)  in 23.045 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 0 (249.88 seconds)
Cbc0010I After 1 nodes, 2 on tree, 1e+50 best solution, best possible 0 (285.50 seconds)
Cbc0010I After 2 nodes, 3 on tree, 1e+50 best solution, best possible 0 (318.74 seconds)
Cbc0010I After 3 nodes, 4 on tree, 1e+50 best solution, best possible 0 (354.65 seconds)
Cbc0010I After 4 nodes, 5 on tree, 1e+50 best solution, best possible 0 (387.08 seconds)
Cbc0010I After 5 nodes, 6 on tree, 1e+50 best solution, best possible 0 (419.75 seconds)
Cbc0010I After 6 nodes, 7 on tree, 1e+50 best solution, best possible 0 (440.72 seconds)
Cbc0010I After 7 nodes, 8 on tree, 1e+50 best solution, best possible 0 (446.50 seconds)
Cbc0010I After 8 nodes, 9 on tree, 1e+50 best solution, best possible 0 (452.58 seconds)
Cbc0010I After 9 nodes, 10 on tree, 1e+50 best solution, best possible 0 (468.92 seconds)
Cbc0010I After 10 nodes, 11 on tree, 1e+50 best solution, best possible 0 (472.63 seconds)
Cbc0010I After 11 nodes, 12 on tree, 1e+50 best solution, best possible 0 (486.76 seconds)
Cbc0010I After 12 nodes, 13 on tree, 1e+50 best solution, best possible 0 (499.05 seconds)
Cbc0010I After 13 nodes, 13 on tree, 1e+50 best solution, best possible 0 (510.16 seconds)
Cbc0010I After 14 nodes, 14 on tree, 1e+50 best solution, best possible 0 (513.54 seconds)
Cbc0010I After 15 nodes, 14 on tree, 1e+50 best solution, best possible 0 (530.28 seconds)
Cbc0010I After 16 nodes, 15 on tree, 1e+50 best solution, best possible 0 (534.61 seconds)
Cbc0010I After 17 nodes, 16 on tree, 1e+50 best solution, best possible 0 (538.79 seconds)
Cbc0010I After 18 nodes, 17 on tree, 1e+50 best solution, best possible 0 (552.46 seconds)
Cbc0010I After 19 nodes, 17 on tree, 1e+50 best solution, best possible 0 (575.17 seconds)
Cbc0010I After 20 nodes, 17 on tree, 1e+50 best solution, best possible 0 (584.80 seconds)
Cbc0010I After 21 nodes, 18 on tree, 1e+50 best solution, best possible 0 (598.59 seconds)
Cbc0010I After 22 nodes, 19 on tree, 1e+50 best solution, best possible 0 (601.65 seconds)
Cbc0010I After 23 nodes, 19 on tree, 1e+50 best solution, best possible 0 (615.03 seconds)
Cbc0010I After 24 nodes, 20 on tree, 1e+50 best solution, best possible 0 (631.18 seconds)
Cbc0010I After 25 nodes, 20 on tree, 1e+50 best solution, best possible 0 (641.93 seconds)
Cbc0010I After 26 nodes, 21 on tree, 1e+50 best solution, best possible 0 (648.81 seconds)
Cbc0010I After 27 nodes, 21 on tree, 1e+50 best solution, best possible 0 (665.07 seconds)
Cbc0010I After 28 nodes, 22 on tree, 1e+50 best solution, best possible 0 (669.91 seconds)
Cbc0010I After 29 nodes, 22 on tree, 1e+50 best solution, best possible 0 (678.85 seconds)
Cbc0010I After 30 nodes, 22 on tree, 1e+50 best solution, best possible 0 (701.33 seconds)
Cbc0010I After 31 nodes, 23 on tree, 1e+50 best solution, best possible 0 (707.66 seconds)
Cbc0010I After 32 nodes, 24 on tree, 1e+50 best solution, best possible 0 (724.02 seconds)
Cbc0010I After 33 nodes, 24 on tree, 1e+50 best solution, best possible 0 (746.28 seconds)
Cbc0010I After 34 nodes, 24 on tree, 1e+50 best solution, best possible 0 (755.92 seconds)
Cbc0010I After 35 nodes, 25 on tree, 1e+50 best solution, best possible 0 (770.08 seconds)
Cbc0010I After 36 nodes, 25 on tree, 1e+50 best solution, best possible 0 (788.57 seconds)
Cbc0010I After 37 nodes, 25 on tree, 1e+50 best solution, best possible 0 (801.33 seconds)
Cbc0010I After 38 nodes, 26 on tree, 1e+50 best solution, best possible 0 (814.68 seconds)
Cbc0010I After 39 nodes, 27 on tree, 1e+50 best solution, best possible 0 (826.34 seconds)
Cbc0010I After 40 nodes, 27 on tree, 1e+50 best solution, best possible 0 (837.19 seconds)
Cbc0010I After 41 nodes, 27 on tree, 1e+50 best solution, best possible 0 (854.32 seconds)
Cbc0010I After 42 nodes, 28 on tree, 1e+50 best solution, best possible 0 (866.86 seconds)
Cbc0010I After 43 nodes, 28 on tree, 1e+50 best solution, best possible 0 (878.74 seconds)
Cbc0010I After 44 nodes, 29 on tree, 1e+50 best solution, best possible 0 (888.80 seconds)
Cbc0010I After 45 nodes, 29 on tree, 1e+50 best solution, best possible 0 (906.23 seconds)
Cbc0010I After 46 nodes, 30 on tree, 1e+50 best solution, best possible 0 (911.73 seconds)
