Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Mar 30 2022
command line - -import /home/danilo/cbc-test-set/rout.mps.gz -timeM elapsed -seconds 10800 -knapsack off -solve -solu sol-group-root/rout.txt -quit (default strategy 1)
At line 1 NAME           rout
At line 2 ROWS
At line 295 COLUMNS
At line 1709 RHS
At line 1721 BOUNDS
At line 2038 ENDATA
Problem rout has 291 rows, 556 columns and 2431 elements
Coin0008I rout read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 981.864 - 0.080331 seconds
Cgl0008I 14 inequality constraints converted to equality constraints
Cgl0004I processed model has 290 rows, 569 columns (329 integer (314 of which binary)) and 2129 elements
Coin3009W Conflict graph built in 0.001 seconds, density: 0.502%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.00999
Cbc0038I Initial state - 38 integers unsatisfied sum - 10.1121
Cbc0038I Pass   1: suminf.    4.44536 (23) obj. 1264.68 iterations 117
Cbc0038I Pass   2: suminf.    3.23613 (12) obj. 1192.88 iterations 81
Cbc0038I Pass   3: suminf.    1.48636 (8) obj. 1202.72 iterations 76
Cbc0038I Pass   4: suminf.    1.97939 (7) obj. 1227.59 iterations 18
Cbc0038I Pass   5: suminf.    1.14195 (6) obj. 1264 iterations 22
Cbc0038I Pass   6: suminf.    1.09131 (5) obj. 1258.19 iterations 20
Cbc0038I Pass   7: suminf.    7.61731 (27) obj. 1211.5 iterations 119
Cbc0038I Pass   8: suminf.    2.84725 (14) obj. 1303.63 iterations 109
Cbc0038I Pass   9: suminf.    2.31047 (11) obj. 1343.59 iterations 7
Cbc0038I Pass  10: suminf.    2.68939 (11) obj. 1391.43 iterations 40
Cbc0038I Pass  11: suminf.    1.35452 (6) obj. 1499.56 iterations 20
Cbc0038I Pass  12: suminf.    2.25411 (5) obj. 1430.95 iterations 24
Cbc0038I Pass  13: suminf.    1.23205 (3) obj. 1453.9 iterations 11
Cbc0038I Pass  14: suminf.    0.71610 (3) obj. 1551.8 iterations 2
Cbc0038I Pass  15: suminf.    5.30231 (27) obj. 1363.49 iterations 79
Cbc0038I Pass  16: suminf.    1.87382 (6) obj. 1422.75 iterations 34
Cbc0038I Pass  17: suminf.    1.31425 (4) obj. 1471.57 iterations 12
Cbc0038I Pass  18: suminf.    1.16667 (4) obj. 1500.01 iterations 3
Cbc0038I Pass  19: suminf.    1.27392 (4) obj. 1453.38 iterations 2
Cbc0038I Pass  20: suminf.    6.97942 (29) obj. 1371.12 iterations 105
Cbc0038I Pass  21: suminf.    2.34161 (9) obj. 1524.95 iterations 52
Cbc0038I Pass  22: suminf.    2.00922 (8) obj. 1528.46 iterations 9
Cbc0038I Pass  23: suminf.    0.84112 (4) obj. 1594.26 iterations 26
Cbc0038I Pass  24: suminf.    0.42056 (2) obj. 1587.46 iterations 1
Cbc0038I Pass  25: suminf.    0.33333 (2) obj. 1718.23 iterations 12
Cbc0038I Pass  26: suminf.    6.27971 (28) obj. 1439.12 iterations 82
Cbc0038I Pass  27: suminf.    2.09964 (8) obj. 1483.33 iterations 42
Cbc0038I Pass  28: suminf.    2.14932 (7) obj. 1540.28 iterations 26
Cbc0038I Pass  29: suminf.    1.29196 (5) obj. 1616.31 iterations 4
Cbc0038I Pass  30: suminf.    1.13586 (3) obj. 1539.4 iterations 5
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 172 integers at bound fixed and 169 continuous
Cbc0038I Full problem 290 rows 569 columns, reduced to 122 rows 215 columns
Cbc0038I Mini branch and bound did not improve solution (0.71 seconds)
Cbc0038I After 0.71 seconds - Feasibility pump exiting - took 0.60 seconds
Cbc0031I 32 added rows had average density of 269.75
Cbc0013I At root node, 32 cuts changed objective from 981.86429 to 988.75957 in 26 passes
Cbc0014I Cut generator 0 (Probing) - 1 row cuts average 21.0 elements, 0 column cuts (0 active)  in 0.141 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 389 row cuts average 544.3 elements, 0 column cuts (0 active)  in 0.610 seconds - new frequency is 1
Cbc0014I Cut generator 2 (liftKnapsack) - 104 row cuts average 14.6 elements, 0 column cuts (0 active)  in 0.656 seconds - new frequency is 1
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.004 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.009 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 211 row cuts average 53.4 elements, 0 column cuts (0 active)  in 0.154 seconds - new frequency is 1
Cbc0014I Cut generator 6 (FlowCover) - 1 row cuts average 4.0 elements, 0 column cuts (0 active)  in 0.073 seconds - new frequency is -100
Cbc0014I Cut generator 7 (TwoMirCuts) - 146 row cuts average 236.8 elements, 0 column cuts (0 active)  in 0.169 seconds - new frequency is 1
Cbc0014I Cut generator 8 (ZeroHalf) - 17 row cuts average 67.5 elements, 0 column cuts (0 active)  in 0.050 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 988.75957 (4.38 seconds)
Cbc0010I After 2 nodes, 3 on tree, 1e+50 best solution, best possible 988.75957 (5.33 seconds)
Cbc0010I After 4 nodes, 5 on tree, 1e+50 best solution, best possible 988.75957 (6.17 seconds)
Cbc0010I After 11 nodes, 12 on tree, 1e+50 best solution, best possible 988.75957 (6.91 seconds)
Cbc0010I After 36 nodes, 22 on tree, 1e+50 best solution, best possible 988.75957 (7.63 seconds)
Cbc0016I Integer solution of 1282.32 found by strong branching after 5508 iterations and 58 nodes (7.86 seconds)
Cbc0004I Integer solution of 1125.91 found after 6356 iterations and 102 nodes (8.19 seconds)
Cbc0010I After 107 nodes, 46 on tree, 1125.91 best solution, best possible 988.75957 (8.33 seconds)
Cbc0010I After 129 nodes, 56 on tree, 1125.91 best solution, best possible 988.75957 (9.04 seconds)
Cbc0010I After 166 nodes, 71 on tree, 1125.91 best solution, best possible 988.75957 (9.75 seconds)
Cbc0010I After 198 nodes, 88 on tree, 1125.91 best solution, best possible 988.75957 (10.48 seconds)
Cbc0010I After 288 nodes, 127 on tree, 1125.91 best solution, best possible 988.75957 (11.20 seconds)
Cbc0010I After 347 nodes, 151 on tree, 1125.91 best solution, best possible 988.75957 (11.90 seconds)
Cbc0010I After 422 nodes, 177 on tree, 1125.91 best solution, best possible 988.75957 (12.60 seconds)
Cbc0010I After 494 nodes, 209 on tree, 1125.91 best solution, best possible 988.75957 (13.30 seconds)
Cbc0010I After 561 nodes, 236 on tree, 1125.91 best solution, best possible 988.75957 (14.03 seconds)
Cbc0010I After 615 nodes, 257 on tree, 1125.91 best solution, best possible 988.75957 (14.74 seconds)
Cbc0004I Integer solution of 1119.39 found after 30481 iterations and 645 nodes (14.95 seconds)
Cbc0010I After 672 nodes, 273 on tree, 1119.39 best solution, best possible 988.75957 (15.47 seconds)
Cbc0010I After 695 nodes, 284 on tree, 1119.39 best solution, best possible 988.75957 (16.21 seconds)
Cbc0010I After 765 nodes, 310 on tree, 1119.39 best solution, best possible 988.75957 (16.93 seconds)
Cbc0010I After 803 nodes, 321 on tree, 1119.39 best solution, best possible 988.75957 (17.66 seconds)
Cbc0010I After 840 nodes, 335 on tree, 1119.39 best solution, best possible 988.75957 (18.38 seconds)
Cbc0010I After 880 nodes, 350 on tree, 1119.39 best solution, best possible 988.75957 (19.09 seconds)
Cbc0010I After 919 nodes, 362 on tree, 1119.39 best solution, best possible 988.75957 (19.80 seconds)
Cbc0010I After 971 nodes, 384 on tree, 1119.39 best solution, best possible 988.75957 (20.54 seconds)
Cbc0010I After 1014 nodes, 408 on tree, 1119.39 best solution, best possible 988.75957 (21.29 seconds)
Cbc0010I After 1086 nodes, 439 on tree, 1119.39 best solution, best possible 988.75957 (21.99 seconds)
Cbc0010I After 1146 nodes, 432 on tree, 1119.39 best solution, best possible 988.75957 (22.72 seconds)
Cbc0010I After 1207 nodes, 447 on tree, 1119.39 best solution, best possible 988.75957 (23.43 seconds)
Cbc0010I After 1297 nodes, 442 on tree, 1119.39 best solution, best possible 988.75957 (24.14 seconds)
Cbc0010I After 1354 nodes, 440 on tree, 1119.39 best solution, best possible 988.75957 (24.85 seconds)
Cbc0010I After 1422 nodes, 450 on tree, 1119.39 best solution, best possible 988.75957 (25.56 seconds)
Cbc0010I After 1500 nodes, 438 on tree, 1119.39 best solution, best possible 988.75957 (26.30 seconds)
Cbc0010I After 1569 nodes, 435 on tree, 1119.39 best solution, best possible 988.75957 (27.03 seconds)
Cbc0010I After 1629 nodes, 437 on tree, 1119.39 best solution, best possible 988.75957 (27.73 seconds)
Cbc0010I After 1692 nodes, 428 on tree, 1119.39 best solution, best possible 988.75957 (28.45 seconds)
Cbc0010I After 1760 nodes, 426 on tree, 1119.39 best solution, best possible 988.75957 (29.16 seconds)
Cbc0010I After 1798 nodes, 433 on tree, 1119.39 best solution, best possible 988.75957 (29.86 seconds)
Cbc0010I After 1857 nodes, 431 on tree, 1119.39 best solution, best possible 988.75957 (30.61 seconds)
Cbc0010I After 1918 nodes, 429 on tree, 1119.39 best solution, best possible 988.75957 (31.32 seconds)
Cbc0010I After 1988 nodes, 433 on tree, 1119.39 best solution, best possible 988.75957 (32.02 seconds)
Cbc0010I After 2058 nodes, 425 on tree, 1119.39 best solution, best possible 988.75957 (32.75 seconds)
Cbc0010I After 2117 nodes, 423 on tree, 1119.39 best solution, best possible 988.75957 (33.45 seconds)
Cbc0010I After 2190 nodes, 422 on tree, 1119.39 best solution, best possible 988.75957 (34.17 seconds)
Cbc0010I After 2251 nodes, 434 on tree, 1119.39 best solution, best possible 988.75957 (34.87 seconds)
Cbc0010I After 2325 nodes, 423 on tree, 1119.39 best solution, best possible 988.75957 (35.59 seconds)
Cbc0010I After 2397 nodes, 421 on tree, 1119.39 best solution, best possible 988.75957 (36.30 seconds)
Cbc0010I After 2472 nodes, 428 on tree, 1119.39 best solution, best possible 988.75957 (37.01 seconds)
Cbc0010I After 2549 nodes, 421 on tree, 1119.39 best solution, best possible 988.75957 (37.71 seconds)
Cbc0010I After 2605 nodes, 431 on tree, 1119.39 best solution, best possible 988.75957 (38.45 seconds)
Cbc0010I After 2689 nodes, 423 on tree, 1119.39 best solution, best possible 988.75957 (39.15 seconds)
Cbc0010I After 2743 nodes, 425 on tree, 1119.39 best solution, best possible 988.75957 (39.87 seconds)
Cbc0010I After 2817 nodes, 420 on tree, 1119.39 best solution, best possible 988.75957 (40.58 seconds)
Cbc0010I After 2862 nodes, 438 on tree, 1119.39 best solution, best possible 988.75957 (41.28 seconds)
Cbc0010I After 2923 nodes, 424 on tree, 1119.39 best solution, best possible 988.75957 (41.99 seconds)
Cbc0010I After 2967 nodes, 433 on tree, 1119.39 best solution, best possible 988.75957 (42.69 seconds)
Cbc0010I After 3044 nodes, 423 on tree, 1119.39 best solution, best possible 988.75957 (43.40 seconds)
Cbc0010I After 3104 nodes, 428 on tree, 1119.39 best solution, best possible 988.75957 (44.10 seconds)
Cbc0010I After 3176 nodes, 422 on tree, 1119.39 best solution, best possible 988.75957 (44.82 seconds)
Cbc0010I After 3245 nodes, 425 on tree, 1119.39 best solution, best possible 988.75957 (45.53 seconds)
Cbc0010I After 3315 nodes, 431 on tree, 1119.39 best solution, best possible 988.75957 (46.23 seconds)
Cbc0010I After 3403 nodes, 414 on tree, 1119.39 best solution, best possible 988.75957 (46.94 seconds)
Cbc0010I After 3465 nodes, 418 on tree, 1119.39 best solution, best possible 988.75957 (47.64 seconds)
Cbc0010I After 3530 nodes, 422 on tree, 1119.39 best solution, best possible 988.75957 (48.35 seconds)
Cbc0010I After 3606 nodes, 420 on tree, 1119.39 best solution, best possible 988.75957 (49.06 seconds)
Cbc0010I After 3685 nodes, 414 on tree, 1119.39 best solution, best possible 988.75957 (49.77 seconds)
Cbc0010I After 3741 nodes, 427 on tree, 1119.39 best solution, best possible 988.75957 (50.48 seconds)
Cbc0010I After 3790 nodes, 426 on tree, 1119.39 best solution, best possible 988.75957 (51.20 seconds)
Cbc0010I After 3849 nodes, 425 on tree, 1119.39 best solution, best possible 988.75957 (51.91 seconds)
Cbc0010I After 3905 nodes, 417 on tree, 1119.39 best solution, best possible 988.75957 (52.62 seconds)
Cbc0010I After 3983 nodes, 419 on tree, 1119.39 best solution, best possible 988.75957 (53.32 seconds)
Cbc0010I After 4051 nodes, 415 on tree, 1119.39 best solution, best possible 988.75957 (54.03 seconds)
Cbc0010I After 4114 nodes, 420 on tree, 1119.39 best solution, best possible 988.75957 (54.74 seconds)
Cbc0010I After 4181 nodes, 413 on tree, 1119.39 best solution, best possible 988.75957 (55.44 seconds)
Cbc0010I After 4244 nodes, 416 on tree, 1119.39 best solution, best possible 988.75957 (56.14 seconds)
Cbc0010I After 4317 nodes, 421 on tree, 1119.39 best solution, best possible 988.75957 (56.85 seconds)
Cbc0010I After 4394 nodes, 418 on tree, 1119.39 best solution, best possible 988.75957 (57.55 seconds)
Cbc0010I After 4480 nodes, 412 on tree, 1119.39 best solution, best possible 988.75957 (58.26 seconds)
Cbc0010I After 4548 nodes, 415 on tree, 1119.39 best solution, best possible 988.75957 (58.97 seconds)
Cbc0010I After 4609 nodes, 417 on tree, 1119.39 best solution, best possible 988.75957 (59.67 seconds)
Cbc0010I After 4683 nodes, 440 on tree, 1119.39 best solution, best possible 988.75957 (60.37 seconds)
Cbc0010I After 4751 nodes, 425 on tree, 1119.39 best solution, best possible 988.75957 (61.08 seconds)
Cbc0010I After 4829 nodes, 417 on tree, 1119.39 best solution, best possible 988.75957 (61.79 seconds)
Cbc0010I After 4894 nodes, 425 on tree, 1119.39 best solution, best possible 988.75957 (62.50 seconds)
Cbc0010I After 4969 nodes, 415 on tree, 1119.39 best solution, best possible 988.75957 (63.23 seconds)
Cbc0010I After 5033 nodes, 420 on tree, 1119.39 best solution, best possible 988.75957 (63.93 seconds)
Cbc0010I After 5105 nodes, 417 on tree, 1119.39 best solution, best possible 988.75957 (64.65 seconds)
Cbc0010I After 5172 nodes, 422 on tree, 1119.39 best solution, best possible 988.75957 (65.36 seconds)
