Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Mar 30 2022
command line - -import /home/danilo/cbc-test-set/fhnw-sq2.mps.gz -timeM elapsed -seconds 10800 -knapsack off -solve -solu sol-group-root/fhnw-sq2.txt -quit (default strategy 1)
At line 1 NAME fhnw-sq2
At line 2 ROWS
At line 95 COLUMNS
At line 2066 RHS
At line 2129 BOUNDS
At line 2805 ENDATA
Problem fhnw-sq2 has 91 rows, 650 columns and 1968 elements
Coin0008I fhnw-sq2 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 0 - 0.091553 seconds
Cgl0003I 4 fixed, 0 tightened bounds, 0 strengthened rows, 0 substitutions
Cgl0004I processed model has 91 rows, 646 columns (646 integer (621 of which binary)) and 1956 elements
Coin3009W Conflict graph built in 0.006 seconds, density: 1.848%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 68 integers unsatisfied sum - 17.3104
Cbc0038I Pass   1: suminf.    5.64482 (34) obj. 0 iterations 90
Cbc0038I Pass   2: suminf.    6.99512 (53) obj. 0 iterations 81
Cbc0038I Pass   3: suminf.    8.11572 (43) obj. 0 iterations 90
Cbc0038I Pass   4: suminf.    8.94418 (49) obj. 0 iterations 64
Cbc0038I Pass   5: suminf.    6.03585 (41) obj. 0 iterations 21
Cbc0038I Pass   6: suminf.    8.75736 (43) obj. 0 iterations 83
Cbc0038I Pass   7: suminf.    6.65841 (35) obj. 0 iterations 42
Cbc0038I Pass   8: suminf.    9.63844 (46) obj. 0 iterations 76
Cbc0038I Pass   9: suminf.    8.29085 (50) obj. 0 iterations 60
Cbc0038I Pass  10: suminf.    9.89272 (51) obj. 0 iterations 72
Cbc0038I Pass  11: suminf.    7.26416 (40) obj. 0 iterations 53
Cbc0038I Pass  12: suminf.    9.05445 (49) obj. 0 iterations 25
Cbc0038I Pass  13: suminf.    9.61234 (43) obj. 0 iterations 70
Cbc0038I Pass  14: suminf.   10.18040 (44) obj. 0 iterations 47
Cbc0038I Pass  15: suminf.    8.60310 (43) obj. 0 iterations 19
Cbc0038I Pass  16: suminf.   10.24017 (49) obj. 0 iterations 75
Cbc0038I Pass  17: suminf.    9.95366 (49) obj. 0 iterations 48
Cbc0038I Pass  18: suminf.    9.53294 (49) obj. 0 iterations 15
Cbc0038I Pass  19: suminf.    8.48838 (35) obj. 0 iterations 85
Cbc0038I Pass  20: suminf.    5.10989 (31) obj. 0 iterations 59
Cbc0038I Pass  21: suminf.    4.78145 (31) obj. 0 iterations 14
Cbc0038I Pass  22: suminf.    7.69192 (37) obj. 0 iterations 26
Cbc0038I Pass  23: suminf.    7.28591 (39) obj. 0 iterations 69
Cbc0038I Pass  24: suminf.    7.95039 (42) obj. 0 iterations 40
Cbc0038I Pass  25: suminf.    6.12544 (31) obj. 0 iterations 78
Cbc0038I Pass  26: suminf.    5.08628 (28) obj. 0 iterations 54
Cbc0038I Pass  27: suminf.   10.05642 (41) obj. 0 iterations 71
Cbc0038I Pass  28: suminf.    5.75648 (28) obj. 0 iterations 43
Cbc0038I Pass  29: suminf.    8.65678 (34) obj. 0 iterations 64
Cbc0038I Pass  30: suminf.    8.79593 (43) obj. 0 iterations 37
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 383 integers at bound fixed and 0 continuous of which 1 were internal integer and 0 internal continuous
Cbc0038I Full problem 91 rows 646 columns, reduced to 88 rows 263 columns - too large
Cbc0038I Mini branch and bound did not improve solution (0.30 seconds)
Cbc0038I After 0.30 seconds - Feasibility pump exiting - took 0.11 seconds
Cbc0031I 44 added rows had average density of 337.18182
Cbc0013I At root node, 44 cuts changed objective from 0 to 0 in 10 passes
Cbc0014I Cut generator 0 (Probing) - 85 row cuts average 4.6 elements, 0 column cuts (0 active)  in 0.110 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 182 row cuts average 594.8 elements, 0 column cuts (0 active)  in 0.616 seconds - new frequency is -100
Cbc0014I Cut generator 2 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.289 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.005 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.029 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.012 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.043 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 1e+50 best solution, best possible 0 (2.14 seconds)
Cbc0010I After 3 nodes, 4 on tree, 1e+50 best solution, best possible 0 (2.88 seconds)
Cbc0010I After 54 nodes, 23 on tree, 1e+50 best solution, best possible 0 (3.59 seconds)
Cbc0010I After 200 nodes, 27 on tree, 1e+50 best solution, best possible 0 (4.30 seconds)
Cbc0010I After 359 nodes, 40 on tree, 1e+50 best solution, best possible 0 (5.00 seconds)
Cbc0010I After 605 nodes, 38 on tree, 1e+50 best solution, best possible 0 (5.70 seconds)
Cbc0010I After 888 nodes, 33 on tree, 1e+50 best solution, best possible 0 (6.40 seconds)
Cbc0010I After 1226 nodes, 36 on tree, 1e+50 best solution, best possible 0 (7.10 seconds)
Cbc0010I After 1516 nodes, 58 on tree, 1e+50 best solution, best possible 0 (7.81 seconds)
Cbc0010I After 1660 nodes, 81 on tree, 1e+50 best solution, best possible 0 (8.51 seconds)
Cbc0010I After 1912 nodes, 71 on tree, 1e+50 best solution, best possible 0 (9.21 seconds)
Cbc0010I After 2098 nodes, 64 on tree, 1e+50 best solution, best possible 0 (9.91 seconds)
Cbc0010I After 2275 nodes, 54 on tree, 1e+50 best solution, best possible 0 (10.61 seconds)
Cbc0010I After 2506 nodes, 51 on tree, 1e+50 best solution, best possible 0 (11.32 seconds)
Cbc0010I After 2733 nodes, 41 on tree, 1e+50 best solution, best possible 0 (12.02 seconds)
Cbc0010I After 2982 nodes, 42 on tree, 1e+50 best solution, best possible 0 (12.72 seconds)
Cbc0010I After 3176 nodes, 32 on tree, 1e+50 best solution, best possible 0 (13.42 seconds)
Cbc0010I After 3427 nodes, 33 on tree, 1e+50 best solution, best possible 0 (14.13 seconds)
Cbc0010I After 3568 nodes, 35 on tree, 1e+50 best solution, best possible 0 (14.83 seconds)
Cbc0010I After 3731 nodes, 27 on tree, 1e+50 best solution, best possible 0 (15.54 seconds)
Cbc0010I After 3848 nodes, 63 on tree, 1e+50 best solution, best possible 0 (16.24 seconds)
Cbc0010I After 4003 nodes, 45 on tree, 1e+50 best solution, best possible 0 (16.94 seconds)
Cbc0010I After 4154 nodes, 38 on tree, 1e+50 best solution, best possible 0 (17.66 seconds)
Cbc0010I After 4299 nodes, 27 on tree, 1e+50 best solution, best possible 0 (18.36 seconds)
Cbc0010I After 4405 nodes, 25 on tree, 1e+50 best solution, best possible 0 (19.07 seconds)
Cbc0010I After 4511 nodes, 38 on tree, 1e+50 best solution, best possible 0 (19.77 seconds)
Cbc0010I After 4606 nodes, 23 on tree, 1e+50 best solution, best possible 0 (20.47 seconds)
Cbc0010I After 4687 nodes, 43 on tree, 1e+50 best solution, best possible 0 (21.18 seconds)
