Stopped on time - objective value 903342.40900197
      2 supplyAtNode_(0,0)                     276               97.334809
      4 supplyAtNode_(1,0)                     168              -98.117003
      6 supplyAtNode_(2,0)                     180              -98.707771
      8 supplyAtNode_(0,1)                     125                       0
     10 supplyAtNode_(1,1)                     144                       0
     12 supplyAtNode_(2,1)                     135                       0
     14 supplyAtNode_(0,2)                     194                       0
     16 supplyAtNode_(1,2)                     120                       0
     18 supplyAtNode_(2,2)                      90                       0
     20 supplyAtNode_(0,3)                     263                       0
     22 supplyAtNode_(1,3)                      96                       0
     24 supplyAtNode_(2,3)                      45                       0
     26 supplyAtNode_(0,4)                     182                       0
     28 supplyAtNode_(1,4)                      72                       0
     32 supplyAtNode_(0,5)                     251                       0
     34 supplyAtNode_(1,5)                      48                       0
     36 supplyAtNode_(2,5)                     135                       0
     38 supplyAtNode_(0,6)                     320                       0
     40 supplyAtNode_(1,6)                     324                       0
     42 supplyAtNode_(2,6)                      90                       0
     44 supplyAtNode_(0,7)                      89                       0
     46 supplyAtNode_(1,7)                     300                       0
     48 supplyAtNode_(2,7)                      45                       0
     50 supplyAtNode_(0,8)                     158                       0
     52 supplyAtNode_(1,8)                     276                       0
     56 supplyAtNode_(0,9)                     227                       0
     58 supplyAtNode_(1,9)                     252                       0
     60 supplyAtNode_(2,9)                     215                       0
     62 supplyAtNode_(0,10)                     76                       0
     64 supplyAtNode_(1,10)                    228                       0
     66 supplyAtNode_(2,10)                    170                       0
     68 supplyAtNode_(0,11)                    145                       0
     70 supplyAtNode_(1,11)                    204                       0
     72 supplyAtNode_(2,11)                    125                       0
     74 supplyAtNode_(0,12)                    214                       0
     76 supplyAtNode_(1,12)                    180                       0
     78 supplyAtNode_(2,12)                     80                       0
     80 supplyAtNode_(0,13)                    283                       0
     82 supplyAtNode_(1,13)                    156                       0
     84 supplyAtNode_(2,13)                     35                       0
     85 alphaSlack_(2,13)                       10                       0
     86 supplyAtNode_(0,14)                    352                       0
     88 supplyAtNode_(1,14)                    132                       0
     91 alphaSlack_(2,14)                       45                       0
     92 supplyAtNode_(0,15)                    121                       0
     94 supplyAtNode_(1,15)                    108                       0
     98 supplyAtNode_(0,16)                    190                       0
    100 supplyAtNode_(1,16)                     84                       0
    102 supplyAtNode_(2,16)                    175                       0
    104 supplyAtNode_(0,17)                    259                       0
    106 supplyAtNode_(1,17)                     60                       0
    108 supplyAtNode_(2,17)                    130                       0
    110 supplyAtNode_(0,18)                    328                       0
    112 supplyAtNode_(1,18)                     36                       0
    114 supplyAtNode_(2,18)                     85                       0
    116 supplyAtNode_(0,19)                    397                       0
    118 supplyAtNode_(1,19)                     12                       0
    119 alphaSlack_(1,19)                       12                       0
    120 supplyAtNode_(2,19)                     40                       0
    121 alphaSlack_(2,19)                        5                       0
    122 supplyAtNode_(0,20)                    286                       0
    125 alphaSlack_(1,20)                       24                       0
    127 alphaSlack_(2,20)                       45                       0
    128 supplyAtNode_(0,21)                    355                       0
    131 alphaSlack_(1,21)                       24                       0
    134 supplyAtNode_(0,22)                    424                       0
    137 alphaSlack_(1,22)                       24                       0
    138 supplyAtNode_(2,22)                    255                       0
    140 supplyAtNode_(0,23)                    493                       0
    144 supplyAtNode_(2,23)                    210                       0
    146 supplyAtNode_(0,24)                    302                       0
    148 supplyAtNode_(1,24)                    276                       0
    150 supplyAtNode_(2,24)                    165                       0
    152 supplyAtNode_(0,25)                    371                       0
    154 supplyAtNode_(1,25)                    252                       0
    156 supplyAtNode_(2,25)                    120                       0
    158 supplyAtNode_(0,26)                    440                       0
    160 supplyAtNode_(1,26)                    228                       0
    162 supplyAtNode_(2,26)                     75                       0
    164 supplyAtNode_(0,27)                    509                       0
    165 alphaSlack_(0,27)                       26                       0
    166 supplyAtNode_(1,27)                    204                       0
    168 supplyAtNode_(2,27)                     30                       0
    169 alphaSlack_(2,27)                       15                       0
    170 supplyAtNode_(0,28)                    552            -0.097334809
    171 alphaSlack_(0,28)                       69                       0
    172 supplyAtNode_(1,28)                    180                       0
    175 alphaSlack_(2,28)                       45                       0
    176 supplyAtNode_(0,29)                    552            -0.097237474
    177 alphaSlack_(0,29)                       69                       0
    178 supplyAtNode_(1,29)                    156                       0
    181 alphaSlack_(2,29)                       45                       0
    182 supplyAtNode_(0,30)                    552            -0.097140237
    183 alphaSlack_(0,30)                       69                       0
    184 supplyAtNode_(1,30)                    132                       0
    187 alphaSlack_(2,30)                       45                       0
    188 supplyAtNode_(0,31)                    552            -0.097043097
    189 alphaSlack_(0,31)                       69                       0
    190 supplyAtNode_(1,31)                    108                       0
    193 alphaSlack_(2,31)                       45                       0
    194 supplyAtNode_(0,32)                    552              -1.5395574
    196 supplyAtNode_(1,32)                     84                       0
    199 alphaSlack_(2,32)                       45                       0
    200 supplyAtNode_(0,33)                    321                       0
    202 supplyAtNode_(1,33)                    320                       0
    205 alphaSlack_(2,33)                       45                       0
    206 supplyAtNode_(0,34)                    390                       0
    208 supplyAtNode_(1,34)                    296                       0
    212 supplyAtNode_(0,35)                    459                       0
    214 supplyAtNode_(1,35)                    272                       0
    216 supplyAtNode_(2,35)                    135                       0
    218 supplyAtNode_(0,36)                    528                       0
    220 supplyAtNode_(1,36)                    248                       0
    222 supplyAtNode_(2,36)                     90                       0
    224 supplyAtNode_(0,37)                    297                       0
    226 supplyAtNode_(1,37)                    224                       0
    228 supplyAtNode_(2,37)                     45                       0
    230 supplyAtNode_(0,38)                    366                       0
    232 supplyAtNode_(1,38)                    200                       0
    234 supplyAtNode_(2,38)                    260                       0
    236 supplyAtNode_(0,39)                    435                       0
    238 supplyAtNode_(1,39)                    176                       0
    240 supplyAtNode_(2,39)                    215                       0
    242 supplyAtNode_(0,40)                    284                       0
    244 supplyAtNode_(1,40)                    152                       0
    246 supplyAtNode_(2,40)                    170                       0
    248 supplyAtNode_(0,41)                    353                       0
    250 supplyAtNode_(1,41)                    128                       0
    252 supplyAtNode_(2,41)                    125                       0
    254 supplyAtNode_(0,42)                    162                       0
    256 supplyAtNode_(1,42)                    104                       0
    258 supplyAtNode_(2,42)                     80                       0
    260 supplyAtNode_(0,43)                    231                       0
    262 supplyAtNode_(1,43)                     80                       0
    264 supplyAtNode_(2,43)                     35                       0
    265 alphaSlack_(2,43)                       10                       0
    266 supplyAtNode_(0,44)                    300                       0
    268 supplyAtNode_(1,44)                     56                       0
    271 alphaSlack_(2,44)                       45                       0
    272 supplyAtNode_(0,45)                    369                       0
    274 supplyAtNode_(1,45)                     32                       0
    278 supplyAtNode_(0,46)                    438                       0
    280 supplyAtNode_(1,46)                    308                       0
    282 supplyAtNode_(2,46)                    175                       0
    284 supplyAtNode_(0,47)                    507                       0
    285 alphaSlack_(0,47)                       24                       0
    286 supplyAtNode_(1,47)                    284                       0
    288 supplyAtNode_(2,47)                    130                       0
    290 supplyAtNode_(0,48)                    552            -0.095406496
    291 alphaSlack_(0,48)                       69                       0
    292 supplyAtNode_(1,48)                    260                       0
    294 supplyAtNode_(2,48)                     85                       0
    296 supplyAtNode_(0,49)                    552             -0.28564743
    298 supplyAtNode_(1,49)                    236                       0
    300 supplyAtNode_(2,49)                     40                       0
    301 alphaSlack_(2,49)                        5                       0
    302 supplyAtNode_(0,50)                    441                       0
    304 supplyAtNode_(1,50)                    212                       0
    307 alphaSlack_(2,50)                       45                       0
    308 supplyAtNode_(0,51)                    510                       0
    309 alphaSlack_(0,51)                       27                       0
    310 supplyAtNode_(1,51)                    188                       0
    313 alphaSlack_(2,51)                       45                       0
    314 supplyAtNode_(0,52)                    552              -1.1340545
    316 supplyAtNode_(1,52)                    164                       0
    319 alphaSlack_(2,52)                       45                       0
    320 supplyAtNode_(0,53)                    361                       0
    322 supplyAtNode_(1,53)                    140                       0
    325 alphaSlack_(2,53)                       45                       0
    326 supplyAtNode_(0,54)                    430                       0
    328 supplyAtNode_(1,54)                    116                       0
    332 supplyAtNode_(0,55)                    199                       0
    334 supplyAtNode_(1,55)                     92                       0
    336 supplyAtNode_(2,55)                    175                       0
    338 supplyAtNode_(0,56)                    268                       0
    340 supplyAtNode_(1,56)                     68                       0
    342 supplyAtNode_(2,56)                    130                       0
    344 supplyAtNode_(0,57)                    337                       0
