Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/neos-885086.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          neos-885086
At line 2 ROWS
At line 11578 COLUMNS
At line 262321 RHS
At line 271466 BOUNDS
At line 273897 ENDATA
Problem neos-885086 has 11574 rows, 4860 columns and 248310 elements
Coin0008I neos-885086 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is -243 - 16.7669 seconds
Cgl0003I 0 fixed, 0 tightened bounds, 2430 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 2428 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 2385 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 2159 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 1963 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 1325 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 1115 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 988 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 757 strengthened rows, 0 substitutions
Cgl0004I processed model has 11574 rows, 4860 columns (2430 integer (2430 of which binary)) and 263858 elements
Coin3009W Conflict graph built in 0.017 seconds, density: 0.034%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 116 integers unsatisfied sum - 27.3398
Cbc0038I Pass   1: (44.16 seconds) suminf.    0.00000 (0) obj. -192 iterations 1413
Cbc0038I Solution found of -192
Cbc0038I Relaxing continuous gives -193
Cbc0038I Before mini branch and bound, 2314 integers at bound fixed and 2310 continuous
Cbc0038I Full problem 11574 rows 4860 columns, reduced to 612 rows 221 columns
Cbc0038I Mini branch and bound improved solution from -193 to -234 (45.96 seconds)
Cbc0038I Freeing continuous variables gives a solution of -234
Cbc0038I Round again with cutoff of -234.9
Cbc0038I Pass   2: (49.31 seconds) suminf.    8.97571 (33) obj. -234.9 iterations 994
Cbc0038I Pass   3: (50.78 seconds) suminf.    6.97565 (25) obj. -234.9 iterations 1112
Cbc0038I Pass   4: (51.04 seconds) suminf.    5.97690 (26) obj. -234.9 iterations 135
Cbc0038I Pass   5: (51.69 seconds) suminf.    1.72690 (10) obj. -234.9 iterations 555
Cbc0038I Pass   6: (52.16 seconds) suminf.    0.47628 (3) obj. -234.9 iterations 337
Cbc0038I Pass   7: (52.48 seconds) suminf.    0.00244 (3) obj. -234.9 iterations 181
Cbc0038I Pass   8: (68.42 seconds) suminf.    5.55530 (70) obj. -234.9 iterations 10171
Cbc0038I Pass   9: (72.26 seconds) suminf.    0.50685 (27) obj. -234.9 iterations 2428
Cbc0038I Pass  10: (74.42 seconds) suminf.    0.01325 (14) obj. -234.9 iterations 1430
Cbc0038I Pass  11: (75.92 seconds) suminf.    0.48379 (9) obj. -234.9 iterations 1097
Cbc0038I Pass  12: (77.06 seconds) suminf.    0.22928 (5) obj. -234.9 iterations 786
Cbc0038I Pass  13: (77.79 seconds) suminf.    0.22747 (5) obj. -234.9 iterations 397
Cbc0038I Pass  14: (78.64 seconds) suminf.    0.47678 (5) obj. -234.9 iterations 548
Cbc0038I No solution found this major pass
Cbc0038I After 78.65 seconds - Feasibility pump exiting with objective of -234 - took 36.14 seconds
Cbc0012I Integer solution of -234 found by feasibility pump after 0 iterations and 0 nodes (101.30 seconds)
Cbc0038I Full problem 11574 rows 4860 columns, reduced to 649 rows 251 columns
Cbc0031I 77 added rows had average density of 112.83117
Cbc0013I At root node, 77 cuts changed objective from -243 to -243 in 10 passes
Cbc0014I Cut generator 0 (Probing) - 6 row cuts average 30.3 elements, 0 column cuts (0 active)  in 10.103 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 153 row cuts average 284.7 elements, 0 column cuts (0 active)  in 2.546 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 2 row cuts average 3.0 elements, 0 column cuts (0 active)  in 0.835 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 2 row cuts average 3.0 elements, 0 column cuts (0 active)  in 0.011 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.084 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 2513 row cuts average 58.5 elements, 0 column cuts (0 active)  in 1.986 seconds - new frequency is 1
Cbc0014I Cut generator 6 (FlowCover) - 186 row cuts average 6.3 elements, 0 column cuts (0 active)  in 0.525 seconds - new frequency is 1
Cbc0014I Cut generator 7 (TwoMirCuts) - 105 row cuts average 210.4 elements, 0 column cuts (0 active)  in 2.739 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, -234 best solution, best possible -243 (266.54 seconds)
Cbc0010I After 1 nodes, 2 on tree, -234 best solution, best possible -243 (304.68 seconds)
Cbc0010I After 2 nodes, 3 on tree, -234 best solution, best possible -243 (330.31 seconds)
Cbc0010I After 3 nodes, 4 on tree, -234 best solution, best possible -243 (360.69 seconds)
Cbc0010I After 4 nodes, 5 on tree, -234 best solution, best possible -243 (399.24 seconds)
Cbc0010I After 5 nodes, 6 on tree, -234 best solution, best possible -243 (422.38 seconds)
Cbc0010I After 6 nodes, 7 on tree, -234 best solution, best possible -243 (438.47 seconds)
Cbc0010I After 7 nodes, 8 on tree, -234 best solution, best possible -243 (456.39 seconds)
Cbc0010I After 8 nodes, 9 on tree, -234 best solution, best possible -243 (469.81 seconds)
Cbc0010I After 9 nodes, 10 on tree, -234 best solution, best possible -243 (484.22 seconds)
Cbc0010I After 10 nodes, 10 on tree, -234 best solution, best possible -243 (498.70 seconds)
Cbc0010I After 11 nodes, 11 on tree, -234 best solution, best possible -243 (513.05 seconds)
Cbc0010I After 12 nodes, 12 on tree, -234 best solution, best possible -243 (531.80 seconds)
Cbc0010I After 13 nodes, 13 on tree, -234 best solution, best possible -243 (540.63 seconds)
Cbc0010I After 14 nodes, 13 on tree, -234 best solution, best possible -243 (552.29 seconds)
Cbc0010I After 15 nodes, 14 on tree, -234 best solution, best possible -243 (562.58 seconds)
Cbc0010I After 16 nodes, 14 on tree, -234 best solution, best possible -243 (566.52 seconds)
Cbc0010I After 17 nodes, 15 on tree, -234 best solution, best possible -243 (570.28 seconds)
Cbc0010I After 18 nodes, 16 on tree, -234 best solution, best possible -243 (581.00 seconds)
Cbc0010I After 19 nodes, 16 on tree, -234 best solution, best possible -243 (589.69 seconds)
Cbc0010I After 20 nodes, 16 on tree, -234 best solution, best possible -243 (599.03 seconds)
Cbc0010I After 21 nodes, 17 on tree, -234 best solution, best possible -243 (607.51 seconds)
Cbc0010I After 22 nodes, 17 on tree, -234 best solution, best possible -243 (613.58 seconds)
Cbc0010I After 23 nodes, 18 on tree, -234 best solution, best possible -243 (625.56 seconds)
Cbc0010I After 24 nodes, 18 on tree, -234 best solution, best possible -243 (641.07 seconds)
Cbc0010I After 25 nodes, 19 on tree, -234 best solution, best possible -243 (647.86 seconds)
Cbc0010I After 26 nodes, 20 on tree, -234 best solution, best possible -243 (654.07 seconds)
Cbc0010I After 27 nodes, 21 on tree, -234 best solution, best possible -243 (661.80 seconds)
Cbc0010I After 28 nodes, 21 on tree, -234 best solution, best possible -243 (667.95 seconds)
Cbc0010I After 29 nodes, 22 on tree, -234 best solution, best possible -243 (674.23 seconds)
Cbc0010I After 30 nodes, 23 on tree, -234 best solution, best possible -243 (683.18 seconds)
Cbc0010I After 31 nodes, 23 on tree, -234 best solution, best possible -243 (692.52 seconds)
Cbc0010I After 32 nodes, 24 on tree, -234 best solution, best possible -243 (710.68 seconds)
Cbc0010I After 33 nodes, 24 on tree, -234 best solution, best possible -243 (719.95 seconds)
Cbc0010I After 34 nodes, 25 on tree, -234 best solution, best possible -243 (731.11 seconds)
Cbc0010I After 35 nodes, 25 on tree, -234 best solution, best possible -243 (738.82 seconds)
Cbc0010I After 36 nodes, 25 on tree, -234 best solution, best possible -243 (747.64 seconds)
Cbc0010I After 37 nodes, 26 on tree, -234 best solution, best possible -243 (753.02 seconds)
Cbc0010I After 38 nodes, 27 on tree, -234 best solution, best possible -243 (757.76 seconds)
Cbc0010I After 39 nodes, 27 on tree, -234 best solution, best possible -243 (763.14 seconds)
Cbc0010I After 40 nodes, 28 on tree, -234 best solution, best possible -243 (770.70 seconds)
Cbc0010I After 41 nodes, 29 on tree, -234 best solution, best possible -243 (773.50 seconds)
Cbc0010I After 42 nodes, 30 on tree, -234 best solution, best possible -243 (788.83 seconds)
Cbc0010I After 43 nodes, 30 on tree, -234 best solution, best possible -243 (798.35 seconds)
