Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/neos-885086.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/neos-885086.txt -quit (default strategy 1)
At line 1 NAME          neos-885086
At line 2 ROWS
At line 11578 COLUMNS
At line 262321 RHS
At line 271466 BOUNDS
At line 273897 ENDATA
Problem neos-885086 has 11574 rows, 4860 columns and 248310 elements
Coin0008I neos-885086 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is -243 - 15.8734 seconds
Cgl0003I 0 fixed, 0 tightened bounds, 2430 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 2428 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 2385 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 2159 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 1963 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 1325 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 1115 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 988 strengthened rows, 0 substitutions
Cgl0003I 0 fixed, 0 tightened bounds, 757 strengthened rows, 0 substitutions
Cgl0004I processed model has 11574 rows, 4860 columns (2430 integer (2430 of which binary)) and 263858 elements
Coin3009W Conflict graph built in 0.017 seconds, density: 0.034%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 116 integers unsatisfied sum - 27.3398
Cbc0038I Pass   1: (43.11 seconds) suminf.    0.00000 (0) obj. -192 iterations 1413
Cbc0038I Solution found of -192
Cbc0038I Relaxing continuous gives -193
Cbc0038I Before mini branch and bound, 2314 integers at bound fixed and 2310 continuous
Cbc0038I Full problem 11574 rows 4860 columns, reduced to 612 rows 221 columns
Cbc0038I Mini branch and bound improved solution from -193 to -234 (44.78 seconds)
Cbc0038I Freeing continuous variables gives a solution of -234
Cbc0038I Round again with cutoff of -234.9
Cbc0038I Pass   2: (47.81 seconds) suminf.    8.97571 (33) obj. -234.9 iterations 994
Cbc0038I Pass   3: (49.17 seconds) suminf.    6.97565 (25) obj. -234.9 iterations 1112
Cbc0038I Pass   4: (49.40 seconds) suminf.    5.97690 (26) obj. -234.9 iterations 135
Cbc0038I Pass   5: (50.00 seconds) suminf.    1.72690 (10) obj. -234.9 iterations 555
Cbc0038I Pass   6: (50.43 seconds) suminf.    0.47628 (3) obj. -234.9 iterations 337
Cbc0038I Pass   7: (50.73 seconds) suminf.    0.00244 (3) obj. -234.9 iterations 181
Cbc0038I Pass   8: (64.89 seconds) suminf.    5.55530 (70) obj. -234.9 iterations 10171
Cbc0038I Pass   9: (68.34 seconds) suminf.    0.50685 (27) obj. -234.9 iterations 2428
Cbc0038I Pass  10: (70.27 seconds) suminf.    0.01325 (14) obj. -234.9 iterations 1430
Cbc0038I Pass  11: (71.66 seconds) suminf.    0.48379 (9) obj. -234.9 iterations 1097
Cbc0038I Pass  12: (72.60 seconds) suminf.    0.22928 (5) obj. -234.9 iterations 786
Cbc0038I Pass  13: (73.20 seconds) suminf.    0.22747 (5) obj. -234.9 iterations 397
Cbc0038I Pass  14: (73.92 seconds) suminf.    0.47678 (5) obj. -234.9 iterations 548
Cbc0038I No solution found this major pass
Cbc0038I After 73.92 seconds - Feasibility pump exiting with objective of -234 - took 32.37 seconds
Cbc0012I Integer solution of -234 found by feasibility pump after 0 iterations and 0 nodes (94.82 seconds)
Cbc0038I Full problem 11574 rows 4860 columns, reduced to 649 rows 251 columns
Cbc0031I 77 added rows had average density of 112.83117
Cbc0013I At root node, 77 cuts changed objective from -243 to -243 in 10 passes
Cbc0014I Cut generator 0 (Probing) - 6 row cuts average 30.3 elements, 0 column cuts (0 active)  in 9.689 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 153 row cuts average 284.7 elements, 0 column cuts (0 active)  in 2.407 seconds - new frequency is 1
Cbc0014I Cut generator 2 (Knapsack) - 2 row cuts average 3.0 elements, 0 column cuts (0 active)  in 0.822 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 1 row cuts average 3.0 elements, 0 column cuts (0 active)  in 7.266 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 2 row cuts average 3.0 elements, 0 column cuts (0 active)  in 0.010 seconds - new frequency is -100
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.080 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 2513 row cuts average 58.5 elements, 0 column cuts (0 active)  in 1.918 seconds - new frequency is 1
Cbc0014I Cut generator 7 (FlowCover) - 186 row cuts average 6.3 elements, 0 column cuts (0 active)  in 0.530 seconds - new frequency is 1
Cbc0014I Cut generator 8 (TwoMirCuts) - 105 row cuts average 210.4 elements, 0 column cuts (0 active)  in 2.608 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, -234 best solution, best possible -243 (259.08 seconds)
Cbc0010I After 1 nodes, 2 on tree, -234 best solution, best possible -243 (293.97 seconds)
Cbc0010I After 2 nodes, 3 on tree, -234 best solution, best possible -243 (317.23 seconds)
Cbc0010I After 3 nodes, 4 on tree, -234 best solution, best possible -243 (345.61 seconds)
Cbc0010I After 4 nodes, 5 on tree, -234 best solution, best possible -243 (381.43 seconds)
Cbc0010I After 5 nodes, 6 on tree, -234 best solution, best possible -243 (402.38 seconds)
Cbc0010I After 6 nodes, 7 on tree, -234 best solution, best possible -243 (416.91 seconds)
Cbc0010I After 7 nodes, 8 on tree, -234 best solution, best possible -243 (433.47 seconds)
Cbc0010I After 8 nodes, 9 on tree, -234 best solution, best possible -243 (446.22 seconds)
Cbc0010I After 9 nodes, 10 on tree, -234 best solution, best possible -243 (459.84 seconds)
Cbc0010I After 10 nodes, 10 on tree, -234 best solution, best possible -243 (472.97 seconds)
Cbc0010I After 11 nodes, 11 on tree, -234 best solution, best possible -243 (486.03 seconds)
Cbc0010I After 12 nodes, 12 on tree, -234 best solution, best possible -243 (502.90 seconds)
Cbc0010I After 13 nodes, 13 on tree, -234 best solution, best possible -243 (510.97 seconds)
Cbc0010I After 14 nodes, 13 on tree, -234 best solution, best possible -243 (521.48 seconds)
Cbc0010I After 15 nodes, 14 on tree, -234 best solution, best possible -243 (530.57 seconds)
Cbc0010I After 16 nodes, 14 on tree, -234 best solution, best possible -243 (534.03 seconds)
Cbc0010I After 17 nodes, 15 on tree, -234 best solution, best possible -243 (537.41 seconds)
Cbc0010I After 18 nodes, 16 on tree, -234 best solution, best possible -243 (547.00 seconds)
Cbc0010I After 19 nodes, 16 on tree, -234 best solution, best possible -243 (554.91 seconds)
Cbc0010I After 20 nodes, 16 on tree, -234 best solution, best possible -243 (561.55 seconds)
Cbc0010I After 21 nodes, 17 on tree, -234 best solution, best possible -243 (566.12 seconds)
Cbc0010I After 22 nodes, 17 on tree, -234 best solution, best possible -243 (569.40 seconds)
Cbc0010I After 23 nodes, 18 on tree, -234 best solution, best possible -243 (576.02 seconds)
Cbc0010I After 24 nodes, 18 on tree, -234 best solution, best possible -243 (584.87 seconds)
Cbc0010I After 25 nodes, 19 on tree, -234 best solution, best possible -243 (588.70 seconds)
Cbc0010I After 26 nodes, 20 on tree, -234 best solution, best possible -243 (592.19 seconds)
Cbc0010I After 27 nodes, 21 on tree, -234 best solution, best possible -243 (596.54 seconds)
