Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Apr 26 2022
command line - -import /home/danilo/cbc-test-set/eilD76.2.mps.gz -timeM elapsed -seconds 10800 -solve -solu sol-final-knap/eilD76.2.txt -quit (default strategy 1)
At line 1 NAME
At line 2 ROWS
At line 79 COLUMNS
At line 213936 RHS
At line 213975 ENDATA
Problem no_name has 75 rows, 30588 columns and 381749 elements
Coin0008I no_name read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is 672.547 - 1.95894 seconds
Cgl0004I processed model has 75 rows, 30588 columns (30588 integer (30588 of which binary)) and 381749 elements
Coin3009W Conflict graph built in 141.221 seconds, density: 20.076%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0038I Initial state - 60 integers unsatisfied sum - 6.25839
Cbc0038I Pass   1: suminf.    5.24931 (66) obj. 798.601 iterations 467
Cbc0038I Pass   2: suminf.    5.32855 (71) obj. 811.346 iterations 247
Cbc0038I Pass   3: suminf.    4.26284 (54) obj. 779.664 iterations 355
Cbc0038I Pass   4: suminf.    4.30902 (72) obj. 772.032 iterations 204
Cbc0038I Pass   5: suminf.    7.38681 (75) obj. 946.77 iterations 301
Cbc0038I Pass   6: suminf.    6.12211 (74) obj. 865.93 iterations 354
Cbc0038I Pass   7: suminf.    5.87452 (72) obj. 866.906 iterations 220
Cbc0038I Pass   8: suminf.    5.13721 (64) obj. 902.394 iterations 286
Cbc0038I Pass   9: suminf.    5.35143 (71) obj. 907.705 iterations 177
Cbc0038I Pass  10: suminf.    7.21173 (75) obj. 996.101 iterations 270
Cbc0038I Pass  11: suminf.    5.88174 (72) obj. 973.247 iterations 370
Cbc0038I Pass  12: suminf.    5.99903 (70) obj. 992.072 iterations 165
Cbc0038I Pass  13: suminf.    7.95015 (75) obj. 1013.48 iterations 278
Cbc0038I Pass  14: suminf.    5.86318 (70) obj. 1017.82 iterations 307
Cbc0038I Pass  15: suminf.    5.99391 (70) obj. 1025.95 iterations 185
Cbc0038I Pass  16: suminf.    8.02677 (73) obj. 1047.7 iterations 266
Cbc0038I Pass  17: suminf.    5.78435 (71) obj. 1004.28 iterations 353
Cbc0038I Pass  18: suminf.    5.81246 (71) obj. 1010.82 iterations 241
Cbc0038I Pass  19: suminf.    4.47899 (71) obj. 976.098 iterations 267
Cbc0038I Pass  20: suminf.    5.50658 (71) obj. 984.452 iterations 243
Cbc0038I Pass  21: suminf.    7.70214 (74) obj. 1055.16 iterations 251
Cbc0038I Pass  22: suminf.    5.69901 (70) obj. 1004.98 iterations 291
Cbc0038I Pass  23: suminf.    5.82537 (70) obj. 1014.89 iterations 129
Cbc0038I Pass  24: suminf.    8.20986 (74) obj. 1017.18 iterations 213
Cbc0038I Pass  25: suminf.    5.65130 (69) obj. 1043.11 iterations 238
Cbc0038I Pass  26: suminf.    5.72107 (70) obj. 1045.18 iterations 161
Cbc0038I Pass  27: suminf.    8.59313 (74) obj. 1106.21 iterations 238
Cbc0038I Pass  28: suminf.    5.32400 (65) obj. 1139.04 iterations 274
Cbc0038I Pass  29: suminf.    5.56207 (68) obj. 1163.39 iterations 156
Cbc0038I Pass  30: suminf.    7.44929 (73) obj. 1195.62 iterations 195
Cbc0038I No solution found this major pass
Cbc0038I Before mini branch and bound, 29182 integers at bound fixed and 0 continuous
Cbc0038I Full problem 75 rows 30588 columns, reduced to 75 rows 1406 columns
Cbc0038I Mini branch and bound did not improve solution (177.54 seconds)
Cbc0038I Full problem 76 rows 30588 columns, reduced to 76 rows 30588 columns - too large
Cbc0038I After 178.84 seconds - Feasibility pump exiting - took 33.86 seconds
Cbc0038I Full problem 75 rows 30588 columns, reduced to 39 rows 2381 columns
Cbc0012I Integer solution of 893.47008 found by greedy equality after 0 iterations and 0 nodes (294.62 seconds)
Cbc0038I Full problem 75 rows 30588 columns, reduced to 64 rows 68 columns
Cbc0031I 211 added rows had average density of 507.92417
Cbc0013I At root node, 211 cuts changed objective from 672.54655 to 687.29006 in 36 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (207 active)  in 3.670 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 50.126 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.396 seconds - new frequency is -100
Cbc0014I Cut generator 3 (liftKnapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1509.039 seconds - new frequency is -100
Cbc0014I Cut generator 4 (Clique) - 1044 row cuts average 500.7 elements, 0 column cuts (0 active)  in 875.133 seconds - new frequency is 1
Cbc0014I Cut generator 5 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 3.483 seconds - new frequency is -100
Cbc0014I Cut generator 6 (MixedIntegerRounding2) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1.152 seconds - new frequency is -100
Cbc0014I Cut generator 7 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.238 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, 893.47008 best solution, best possible 687.29006 (3073.01 seconds)
Cbc0010I After 1 nodes, 2 on tree, 893.47008 best solution, best possible 687.29006 (3775.00 seconds)
Cbc0010I After 2 nodes, 3 on tree, 893.47008 best solution, best possible 687.29006 (4436.24 seconds)
Cbc0010I After 3 nodes, 4 on tree, 893.47008 best solution, best possible 687.29006 (4906.28 seconds)
Cbc0010I After 4 nodes, 5 on tree, 893.47008 best solution, best possible 687.29006 (5028.54 seconds)
Cbc0010I After 5 nodes, 6 on tree, 893.47008 best solution, best possible 687.29006 (5237.62 seconds)
Cbc0010I After 6 nodes, 7 on tree, 893.47008 best solution, best possible 687.29006 (5363.01 seconds)
Cbc0010I After 7 nodes, 8 on tree, 893.47008 best solution, best possible 687.29006 (5367.60 seconds)
Cbc0010I After 9 nodes, 10 on tree, 893.47008 best solution, best possible 687.29006 (5368.38 seconds)
Cbc0010I After 12 nodes, 11 on tree, 893.47008 best solution, best possible 687.29006 (5374.02 seconds)
Cbc0004I Integer solution of 826.81178 found after 43608 iterations and 14 nodes (5374.13 seconds)
Cbc0010I After 21 nodes, 13 on tree, 826.81178 best solution, best possible 687.29006 (5393.27 seconds)
Cbc0010I After 31 nodes, 13 on tree, 826.81178 best solution, best possible 687.29006 (5403.96 seconds)
Cbc0010I After 43 nodes, 11 on tree, 826.81178 best solution, best possible 687.29006 (5413.45 seconds)
Cbc0010I After 50 nodes, 12 on tree, 826.81178 best solution, best possible 687.29006 (5414.53 seconds)
Cbc0010I After 51 nodes, 13 on tree, 826.81178 best solution, best possible 687.29006 (5434.10 seconds)
Cbc0010I After 52 nodes, 12 on tree, 826.81178 best solution, best possible 687.29006 (5436.44 seconds)
Cbc0010I After 61 nodes, 13 on tree, 826.81178 best solution, best possible 687.29006 (5444.17 seconds)
Cbc0010I After 73 nodes, 13 on tree, 826.81178 best solution, best possible 687.29006 (5444.91 seconds)
Cbc0010I After 75 nodes, 13 on tree, 826.81178 best solution, best possible 687.29006 (5454.08 seconds)
Cbc0004I Integer solution of 808.65542 found after 49179 iterations and 81 nodes (5454.47 seconds)
Cbc0010I After 84 nodes, 14 on tree, 808.65542 best solution, best possible 687.29006 (5474.73 seconds)
Cbc0010I After 85 nodes, 14 on tree, 808.65542 best solution, best possible 687.29006 (5494.10 seconds)
Cbc0010I After 94 nodes, 15 on tree, 808.65542 best solution, best possible 687.29006 (5518.90 seconds)
Cbc0010I After 95 nodes, 15 on tree, 808.65542 best solution, best possible 687.29006 (5528.08 seconds)
Cbc0010I After 103 nodes, 17 on tree, 808.65542 best solution, best possible 687.29006 (5539.06 seconds)
Cbc0010I After 115 nodes, 19 on tree, 808.65542 best solution, best possible 687.29006 (5547.17 seconds)
Cbc0010I After 116 nodes, 19 on tree, 808.65542 best solution, best possible 687.29006 (5555.63 seconds)
Cbc0004I Integer solution of 782.33986 found after 51736 iterations and 122 nodes (5555.96 seconds)
Cbc0010I After 127 nodes, 20 on tree, 782.33986 best solution, best possible 687.29006 (5564.43 seconds)
Cbc0010I After 138 nodes, 21 on tree, 782.33986 best solution, best possible 687.29006 (5565.15 seconds)
Cbc0010I After 139 nodes, 22 on tree, 782.33986 best solution, best possible 687.29006 (5574.81 seconds)
Cbc0010I After 140 nodes, 22 on tree, 782.33986 best solution, best possible 687.29006 (5579.20 seconds)
Cbc0010I After 148 nodes, 22 on tree, 782.33986 best solution, best possible 687.29006 (5584.61 seconds)
Cbc0010I After 158 nodes, 22 on tree, 782.33986 best solution, best possible 687.29006 (5591.74 seconds)
Cbc0010I After 168 nodes, 23 on tree, 782.33986 best solution, best possible 687.29006 (5595.53 seconds)
Cbc0010I After 183 nodes, 22 on tree, 782.33986 best solution, best possible 687.29006 (5602.27 seconds)
Cbc0010I After 184 nodes, 22 on tree, 782.33986 best solution, best possible 687.29006 (5606.36 seconds)
Cbc0010I After 194 nodes, 26 on tree, 782.33986 best solution, best possible 687.29006 (5612.12 seconds)
Cbc0010I After 205 nodes, 27 on tree, 782.33986 best solution, best possible 687.29006 (5618.96 seconds)
Cbc0010I After 214 nodes, 29 on tree, 782.33986 best solution, best possible 687.29006 (5624.68 seconds)
Cbc0010I After 219 nodes, 26 on tree, 782.33986 best solution, best possible 687.29006 (5634.01 seconds)
Cbc0010I After 221 nodes, 26 on tree, 782.33986 best solution, best possible 687.29006 (5642.02 seconds)
Cbc0004I Integer solution of 779.58242 found after 57285 iterations and 222 nodes (5642.11 seconds)
Cbc0010I After 237 nodes, 30 on tree, 779.58242 best solution, best possible 687.29006 (5645.31 seconds)
Cbc0010I After 238 nodes, 30 on tree, 779.58242 best solution, best possible 687.29006 (5648.42 seconds)
Cbc0010I After 246 nodes, 28 on tree, 779.58242 best solution, best possible 687.29006 (5652.34 seconds)
Cbc0010I After 256 nodes, 28 on tree, 779.58242 best solution, best possible 687.29006 (5656.23 seconds)
Cbc0010I After 265 nodes, 29 on tree, 779.58242 best solution, best possible 687.29006 (5665.69 seconds)
Cbc0010I After 276 nodes, 29 on tree, 779.58242 best solution, best possible 687.29006 (5672.97 seconds)
Cbc0010I After 287 nodes, 29 on tree, 779.58242 best solution, best possible 687.29006 (5687.35 seconds)
Cbc0010I After 295 nodes, 31 on tree, 779.58242 best solution, best possible 687.29006 (5712.96 seconds)
Cbc0010I After 309 nodes, 29 on tree, 779.58242 best solution, best possible 687.29006 (5729.27 seconds)
Cbc0010I After 318 nodes, 28 on tree, 779.58242 best solution, best possible 687.29006 (5732.35 seconds)
Cbc0010I After 320 nodes, 30 on tree, 779.58242 best solution, best possible 687.29006 (5738.34 seconds)
Cbc0010I After 323 nodes, 29 on tree, 779.58242 best solution, best possible 687.29006 (5750.15 seconds)
Cbc0016I Integer solution of 767.98853 found by strong branching after 61760 iterations and 329 nodes (5750.40 seconds)
Cbc0010I After 332 nodes, 30 on tree, 767.98853 best solution, best possible 687.29006 (5755.00 seconds)
Cbc0010I After 343 nodes, 29 on tree, 767.98853 best solution, best possible 687.29006 (5760.28 seconds)
Cbc0010I After 355 nodes, 31 on tree, 767.98853 best solution, best possible 687.29006 (5770.34 seconds)
Cbc0010I After 365 nodes, 29 on tree, 767.98853 best solution, best possible 687.29006 (5776.49 seconds)
Cbc0010I After 374 nodes, 30 on tree, 767.98853 best solution, best possible 687.29006 (5796.16 seconds)
Cbc0010I After 382 nodes, 32 on tree, 767.98853 best solution, best possible 687.29006 (5818.20 seconds)
Cbc0010I After 391 nodes, 33 on tree, 767.98853 best solution, best possible 687.29006 (5830.57 seconds)
Cbc0004I Integer solution of 765.71642 found after 64451 iterations and 394 nodes (5830.69 seconds)
Cbc0010I After 397 nodes, 28 on tree, 765.71642 best solution, best possible 687.29006 (5838.86 seconds)
Cbc0010I After 398 nodes, 29 on tree, 765.71642 best solution, best possible 687.29006 (5840.68 seconds)
Cbc0010I After 399 nodes, 30 on tree, 765.71642 best solution, best possible 687.29006 (5847.01 seconds)
Cbc0010I After 400 nodes, 30 on tree, 765.71642 best solution, best possible 687.29006 (5854.33 seconds)
Cbc0010I After 401 nodes, 31 on tree, 765.71642 best solution, best possible 687.29006 (5862.43 seconds)
Cbc0010I After 402 nodes, 31 on tree, 765.71642 best solution, best possible 687.29006 (5875.21 seconds)
Cbc0010I After 409 nodes, 35 on tree, 765.71642 best solution, best possible 687.29006 (5888.04 seconds)
Cbc0010I After 410 nodes, 34 on tree, 765.71642 best solution, best possible 687.29006 (5889.70 seconds)
Cbc0010I After 417 nodes, 35 on tree, 765.71642 best solution, best possible 687.29006 (5890.44 seconds)
Cbc0010I After 420 nodes, 34 on tree, 765.71642 best solution, best possible 687.29006 (5895.60 seconds)
Cbc0010I After 429 nodes, 33 on tree, 765.71642 best solution, best possible 687.29006 (5896.34 seconds)
Cbc0010I After 430 nodes, 34 on tree, 765.71642 best solution, best possible 687.29006 (5899.22 seconds)
Cbc0010I After 438 nodes, 37 on tree, 765.71642 best solution, best possible 687.29006 (5905.60 seconds)
Cbc0010I After 448 nodes, 37 on tree, 765.71642 best solution, best possible 687.29006 (5914.74 seconds)
Cbc0010I After 459 nodes, 34 on tree, 765.71642 best solution, best possible 687.29006 (5915.46 seconds)
Cbc0010I After 460 nodes, 35 on tree, 765.71642 best solution, best possible 687.29006 (5932.34 seconds)
Cbc0010I After 469 nodes, 36 on tree, 765.71642 best solution, best possible 687.29006 (5949.12 seconds)
Cbc0010I After 480 nodes, 37 on tree, 765.71642 best solution, best possible 687.29006 (5962.91 seconds)
Cbc0010I After 483 nodes, 35 on tree, 765.71642 best solution, best possible 687.29006 (5970.77 seconds)
Cbc0010I After 491 nodes, 37 on tree, 765.71642 best solution, best possible 687.29006 (5976.17 seconds)
Cbc0010I After 494 nodes, 36 on tree, 765.71642 best solution, best possible 687.29006 (5983.08 seconds)
Cbc0010I After 495 nodes, 37 on tree, 765.71642 best solution, best possible 687.29006 (5988.43 seconds)
Cbc0010I After 496 nodes, 36 on tree, 765.71642 best solution, best possible 687.29006 (5989.44 seconds)
Cbc0010I After 497 nodes, 35 on tree, 765.71642 best solution, best possible 687.29006 (5990.40 seconds)
Cbc0010I After 498 nodes, 36 on tree, 765.71642 best solution, best possible 687.29006 (5995.78 seconds)
Cbc0010I After 499 nodes, 36 on tree, 765.71642 best solution, best possible 687.29006 (6004.74 seconds)
Cbc0004I Integer solution of 765.58174 found after 80362 iterations and 506 nodes (6005.09 seconds)
Cbc0010I After 514 nodes, 37 on tree, 765.58174 best solution, best possible 687.29006 (6013.23 seconds)
Cbc0010I After 520 nodes, 37 on tree, 765.58174 best solution, best possible 687.29006 (6025.21 seconds)
Cbc0010I After 522 nodes, 37 on tree, 765.58174 best solution, best possible 687.29006 (6029.23 seconds)
